customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct,cohort_month,tenure_bucket,recency_days,frequency_per_month,historical_clv,clv_tier,signup_year_month,churn_month
C05202,2024-11-01,Standard,40.43,11,1,2024-05-17,billing,10.0,3.0,2024-08-04,Card,Latin America,35-44,Organic Search,3,0,1,0.023,2024-11-01,7-12,489,0.9090909090909091,434.5,Medium,2024-11,2024-05-01
C05707,2024-11-01,Basic,18.76,7,1,2024-10-06,no usage,9.0,1.0,2024-05-23,Card,North America,25-34,Partnerships,1,0,1,0.01,2024-11-01,7-12,562,1.2857142857142858,130.01,Low,2024-11,2024-10-01
C00689,2024-11-02,Basic,17.26,15,1,2024-09-22,billing,4.0,2.0,2024-08-24,Card,North America,35-44,Organic Search,0,0,1,0.008,2024-11-01,13-24,469,0.26666666666666666,256.83,Medium,2024-11,2024-09-01
C01591,2024-11-02,Basic,13.52,7,0,,billing,5.0,1.0,2025-01-06,ACH,Europe,45-54,Paid Ads,3,0,1,0.063,2024-11-01,7-12,334,0.7142857142857143,88.68,Low,2024-11,
C02860,2024-11-02,Basic,18.81,15,1,2024-10-09,competitor,5.0,1.0,2024-08-08,Wallet,Latin America,25-34,Referral,1,2,1,0.063,2024-11-01,13-24,485,0.3333333333333333,264.37,Medium,2024-11,2024-10-01
C03014,2024-11-02,Standard,42.76,7,0,,billing,14.0,0.0,2025-02-06,ACH,North America,35-44,Organic Search,2,0,1,0.15387499999999998,2024-11-01,7-12,303,2.0,253.26,Medium,2024-11,
C03601,2024-11-02,Basic,18.97,16,0,,billing,9.0,1.0,2025-11-06,Card,Europe,25-34,Organic Search,1,0,1,0.039,2024-11-01,13-24,30,0.5625,291.68,Medium,2024-11,
C04465,2024-11-02,Basic,19.75,16,0,,billing,8.0,2.0,2025-04-06,Card,Europe,18-24,Referral,5,0,1,0.034,2024-11-01,13-24,244,0.5,305.26,Medium,2024-11,
C04942,2024-11-02,Basic,18.82,16,0,,billing,9.0,1.0,2025-04-06,Card,North America,25-34,Direct,2,0,1,0.009,2024-11-01,13-24,244,0.5625,298.41,Medium,2024-11,
C05172,2024-11-02,Standard,44.82,8,1,2024-10-09,billing,9.0,2.0,2024-08-09,Card,Latin America,45-54,Partnerships,2,0,1,0.069,2024-11-01,7-12,484,1.125,333.82,Medium,2024-11,2024-10-01
C05534,2024-11-02,Basic,19.93,16,1,2024-03-10,support issues,7.0,4.0,2024-08-22,ACH,North America,35-44,Organic Search,2,2,1,0.073,2024-11-01,13-24,471,0.4375,295.6,Medium,2024-11,2024-03-01
C05660,2024-11-02,Standard,28.39,7,0,,billing,14.0,0.0,2025-05-26,ACH,Latin America,25-34,Partnerships,5,1,1,0.073,2024-11-01,7-12,194,2.0,184.22,Low,2024-11,
C06132,2024-11-02,Basic,20.7,13,1,2024-03-10,competitor,4.0,4.0,2024-08-28,Card,Europe,25-34,Email,1,1,1,0.0,2024-11-01,13-24,465,0.3076923076923077,269.1,Medium,2024-11,2024-03-01
C07029,2024-11-02,Standard,37.53,10,1,2024-08-24,billing,9.0,0.0,2024-11-08,ACH,North America,45-54,Partnerships,0,0,1,0.013,2024-11-01,7-12,393,0.9,370.42,Medium,2024-11,2024-08-01
C00622,2024-11-03,Basic,23.37,15,0,,billing,5.0,0.0,2025-06-08,Card,Europe,35-44,Email,3,0,1,0.035,2024-11-01,13-24,181,0.3333333333333333,338.28,Medium,2024-11,
C00757,2024-11-03,Basic,9.99,7,1,2025-05-14,no usage,6.0,3.0,2025-04-14,Card,North America,25-34,Direct,1,0,1,0.036,2024-11-01,7-12,236,0.8571428571428571,67.41,Low,2024-11,2025-05-01
C00973,2024-11-03,Basic,17.15,9,1,2024-08-20,billing,4.0,5.0,2024-07-10,Card,Latin America,35-44,Paid Ads,2,0,1,0.017,2024-11-01,7-12,514,0.4444444444444444,151.73,Low,2024-11,2024-08-01
C01795,2024-11-03,Standard,32.32,15,0,,billing,7.0,0.0,2025-05-23,Card,APAC,25-34,Organic Search,2,0,1,0.072,2024-11-01,13-24,197,0.4666666666666667,449.89,Medium,2024-11,
C02960,2024-11-03,Basic,19.04,15,0,,billing,8.0,1.0,2025-05-06,Wallet,North America,35-44,Partnerships,0,0,1,0.027,2024-11-01,13-24,214,0.5333333333333333,277.89,Medium,2024-11,
C03138,2024-11-03,Basic,16.02,13,1,2025-10-02,no usage,7.0,0.0,2025-01-24,Card,Europe,25-34,Direct,2,0,1,0.045,2024-11-01,13-24,316,0.5384615384615384,198.89,Medium,2024-11,2025-10-01
C03971,2024-11-03,Basic,20.48,12,1,2024-07-24,competitor,8.0,1.0,2024-06-29,Card,North America,35-44,Paid Ads,1,0,1,0.0,2024-11-01,7-12,525,0.6666666666666666,245.76,Medium,2024-11,2024-07-01
C04091,2024-11-03,Premium,83.19125,7,0,,billing,14.0,0.0,2025-05-27,ACH,North America,55+,Organic Search,5,0,1,0.007,2024-11-01,7-12,193,2.0,578.26,High,2024-11,
C04445,2024-11-03,Premium,83.19125,7,1,2025-04-13,billing,13.0,2.0,2025-03-16,Card,APAC,25-34,Paid Ads,4,0,1,0.048,2024-11-01,7-12,265,1.8571428571428572,554.39,High,2024-11,2025-04-01
C04453,2024-11-03,Basic,25.06,9,1,2024-07-14,price sensitivity,7.0,3.0,2024-06-14,Card,North America,18-24,Organic Search,1,1,1,0.003,2024-11-01,7-12,540,0.7777777777777778,224.86,Medium,2024-11,2024-07-01
C04726,2024-11-03,Basic,20.53,13,1,2024-01-12,price sensitivity,6.0,1.0,2024-02-11,Card,Latin America,35-44,Organic Search,1,3,1,0.015,2024-11-01,13-24,664,0.46153846153846156,262.89,Medium,2024-11,2024-01-01
C06349,2024-11-03,Basic,12.38,14,1,2025-04-24,no usage,5.0,2.0,2025-03-23,Card,North America,25-34,Paid Ads,1,2,1,0.057,2024-11-01,13-24,258,0.35714285714285715,163.44,Low,2024-11,2025-04-01
C06528,2024-11-03,Standard,44.32,9,1,2024-09-29,billing,10.0,3.0,2024-08-29,ACH,North America,35-44,Partnerships,2,0,1,0.065,2024-11-01,7-12,464,1.1111111111111112,372.95,Medium,2024-11,2024-09-01
C07362,2024-11-03,Standard,43.93,7,0,,billing,13.0,0.0,2025-05-28,Card,Latin America,25-34,Direct,3,0,1,0.041,2024-11-01,7-12,192,1.8571428571428572,294.9,Medium,2024-11,
C02058,2024-11-04,Premium,59.48,7,0,,billing,19.0,0.0,2025-05-28,Card,North America,35-44,Email,5,0,1,0.15387499999999998,2024-11-01,7-12,192,2.7142857142857144,352.29,Medium,2024-11,
C03267,2024-11-04,Basic,19.81,7,0,,billing,4.0,0.0,2025-05-30,Card,Europe,25-34,Organic Search,0,0,1,0.059,2024-11-01,7-12,190,0.5714285714285714,130.49,Low,2024-11,
C03995,2024-11-04,Standard,33.75,5,1,2024-07-16,competitor,7.0,1.0,2024-06-20,Card,APAC,55+,Email,5,2,1,0.07,2024-11-01,4-6,534,1.4,156.94,Low,2024-11,2024-07-01
C05380,2024-11-04,Standard,34.88,14,0,,billing,8.0,1.0,2025-06-05,Card,North America,45-54,Organic Search,2,0,1,0.106,2024-11-01,13-24,184,0.5714285714285714,436.56,Medium,2024-11,
C06826,2024-11-04,Standard,38.88,9,1,2024-07-09,billing,8.0,0.0,2024-08-17,Wallet,APAC,45-54,Organic Search,2,0,1,0.048,2024-11-01,7-12,476,0.8888888888888888,333.12,Medium,2024-11,2024-07-01
C07117,2024-11-04,Basic,17.03,14,0,,billing,7.0,1.0,2025-05-24,Card,APAC,35-44,Referral,1,0,1,0.005,2024-11-01,13-24,196,0.5,237.23,Medium,2024-11,
C00603,2024-11-05,Standard,38.18,4,1,2024-12-30,billing,10.0,1.0,2024-12-07,Card,North America,25-34,Direct,1,0,1,0.011,2024-11-01,4-6,364,2.5,151.04,Low,2024-11,2024-12-01
C00807,2024-11-05,Standard,33.65,13,0,,billing,12.0,1.0,2025-06-01,PayPal,North America,18-24,Organic Search,4,0,1,0.01,2024-11-01,13-24,188,0.9230769230769231,433.08,Medium,2024-11,
C01282,2024-11-05,Premium,83.19125,7,0,,billing,14.0,0.0,2025-05-24,PayPal,Europe,18-24,Referral,5,0,1,0.0,2024-11-01,7-12,196,2.0,582.34,High,2024-11,
C01449,2024-11-05,Standard,45.34,7,0,,billing,8.0,2.0,2025-05-22,Wallet,Latin America,45-54,Referral,1,0,1,0.033,2024-11-01,7-12,198,1.1428571428571428,306.91,Medium,2024-11,
C01861,2024-11-05,Basic,16.73,7,1,2025-03-27,support issues,2.0,2.0,2025-03-03,Card,Europe,25-34,Direct,2,0,1,0.037,2024-11-01,7-12,278,0.2857142857142857,112.78,Low,2024-11,2025-03-01
C02137,2024-11-05,Basic,11.29,13,0,,billing,8.0,0.0,2025-05-24,ACH,North America,18-24,Referral,2,0,1,0.15387499999999998,2024-11-01,13-24,196,0.6153846153846154,124.19,Low,2024-11,
C02154,2024-11-05,Standard,45.05,13,0,,billing,8.0,0.0,2025-05-30,Card,Latin America,25-34,Direct,1,0,1,0.022,2024-11-01,13-24,190,0.6153846153846154,572.77,High,2024-11,
C03941,2024-11-05,Basic,15.6,13,1,2025-03-25,price sensitivity,7.0,1.0,2025-03-16,Card,North America,45-54,Direct,3,1,1,0.009,2024-11-01,13-24,265,0.5384615384615384,200.97,Medium,2024-11,2025-03-01
C04703,2024-11-05,Basic,20.14,13,1,2024-09-27,billing,5.0,2.0,2024-08-26,Card,Europe,45-54,Organic Search,0,0,1,0.018,2024-11-01,13-24,467,0.38461538461538464,257.11,Medium,2024-11,2024-09-01
C05372,2024-11-05,Premium,83.19125,7,0,,billing,14.0,1.0,2025-05-31,PayPal,Europe,18-24,Organic Search,2,0,1,0.06,2024-11-01,7-12,189,2.0,547.4,High,2024-11,
C05586,2024-11-05,Premium,83.19125,7,0,,billing,14.0,0.0,2025-04-06,Card,Europe,25-34,Partnerships,0,1,1,0.019,2024-11-01,7-12,244,2.0,571.27,High,2024-11,
C05652,2024-11-05,Standard,42.5,7,1,2025-01-04,billing,11.0,2.0,2025-02-16,Wallet,North America,25-34,Organic Search,4,0,1,0.02,2024-11-01,7-12,293,1.5714285714285714,291.55,Medium,2024-11,2025-01-01
C05789,2024-11-05,Standard,46.0,13,0,,billing,14.0,0.0,2025-05-30,Card,North America,35-44,Paid Ads,1,0,1,0.047,2024-11-01,13-24,190,1.0769230769230769,569.89,High,2024-11,
C07084,2024-11-05,Standard,46.19,13,0,,billing,11.0,0.0,2025-05-30,Card,APAC,35-44,Paid Ads,1,1,1,0.08,2024-11-01,13-24,190,0.8461538461538461,552.43,High,2024-11,
C07345,2024-11-05,Basic,22.07,6,1,2025-04-22,billing,8.0,3.0,2025-03-14,Card,North America,35-44,Partnerships,1,1,1,0.033,2024-11-01,4-6,267,1.3333333333333333,128.05,Low,2024-11,2025-04-01
C07461,2024-11-05,Standard,29.84,13,0,,billing,10.0,0.0,2025-06-05,Card,Europe,18-24,Direct,1,0,1,0.058,2024-11-01,13-24,184,0.7692307692307693,365.42,Medium,2024-11,
C00930,2024-11-06,Premium,64.92,12,0,,billing,14.0,0.0,2025-05-06,Card,Europe,25-34,Paid Ads,3,0,1,0.047,2024-11-01,7-12,214,1.1666666666666667,742.43,High,2024-11,
C03227,2024-11-06,Premium,83.19125,12,0,,billing,15.0,0.0,2025-03-06,Card,Europe,25-34,Organic Search,3,0,1,0.069,2024-11-01,7-12,275,1.25,929.41,High,2024-11,
C03849,2024-11-06,Basic,19.99,4,1,2025-01-21,product dissatisfaction,6.0,1.0,2025-01-06,Card,APAC,18-24,Referral,1,1,1,0.064,2024-11-01,4-6,334,1.5,74.84,Low,2024-11,2025-01-01
C04339,2024-11-06,Standard,26.91,7,0,,billing,13.0,1.0,2025-06-02,Wallet,North America,25-34,Direct,3,0,1,0.057,2024-11-01,7-12,187,1.8571428571428572,177.63,Low,2024-11,
C05452,2024-11-06,Premium,70.47,1,1,2024-11-28,billing,14.0,2.0,2024-11-06,Card,North America,35-44,Referral,5,0,1,0.0,2024-11-01,0-3,395,14.0,70.47,Low,2024-11,2024-11-01
C05577,2024-11-06,Standard,37.7,11,1,2025-01-12,billing,5.0,3.0,2024-11-28,PayPal,Latin America,18-24,Organic Search,2,1,1,0.073,2024-11-01,7-12,373,0.45454545454545453,384.43,Medium,2024-11,2025-01-01
C06395,2024-11-06,Standard,37.61,9,1,2024-09-27,billing,11.0,1.0,2024-09-02,Card,North America,18-24,Direct,5,0,1,0.057,2024-11-01,7-12,460,1.2222222222222223,319.2,Medium,2024-11,2024-09-01
C06790,2024-11-06,Premium,82.75,7,0,,billing,17.0,1.0,2025-06-03,PayPal,Europe,25-34,Partnerships,5,0,1,0.15387499999999998,2024-11-01,7-12,186,2.4285714285714284,490.12,High,2024-11,
C00956,2024-11-07,Basic,20.92,11,0,,billing,8.0,0.0,2025-05-06,Card,Latin America,18-24,Direct,4,0,1,0.014,2024-11-01,7-12,214,0.7272727272727273,226.9,Medium,2024-11,
C01662,2024-11-07,Standard,37.36,11,1,2024-11-18,billing,6.0,4.0,2024-09-23,Card,North America,35-44,Organic Search,4,0,1,0.15387499999999998,2024-11-01,7-12,439,0.5454545454545454,347.72,Medium,2024-11,2024-11-01
C01722,2024-11-07,Basic,26.2,7,0,,billing,5.0,3.0,2025-05-26,Card,Europe,35-44,Email,0,0,1,0.048,2024-11-01,7-12,194,0.7142857142857143,174.6,Low,2024-11,
C05375,2024-11-07,Premium,75.23,7,1,2025-01-23,billing,15.0,1.0,2025-04-01,PayPal,North America,35-44,Partnerships,5,0,1,0.15387499999999998,2024-11-01,7-12,249,2.142857142857143,445.58,Medium,2024-11,2025-01-01
C06407,2024-11-07,Standard,49.69,7,0,,billing,7.0,2.0,2025-05-25,Card,Europe,45-54,Organic Search,4,0,1,0.012,2024-11-01,7-12,195,1.0,343.66,Medium,2024-11,
C06435,2024-11-07,Basic,19.12,6,1,2024-11-19,price sensitivity,6.0,4.0,2024-10-18,Card,Europe,25-34,Partnerships,1,0,1,0.047,2024-11-01,4-6,414,1.0,109.33,Low,2024-11,2024-11-01
C06753,2024-11-07,Basic,17.19,11,1,2025-02-05,billing,7.0,4.0,2025-03-29,Card,APAC,35-44,Paid Ads,3,1,1,0.079,2024-11-01,7-12,252,0.6363636363636364,174.15,Low,2024-11,2025-02-01
C07017,2024-11-07,Basic,18.66,5,1,2024-11-28,billing,9.0,2.0,2024-10-28,PayPal,North America,18-24,Partnerships,2,0,1,0.031,2024-11-01,4-6,404,1.8,90.41,Low,2024-11,2024-11-01
C07344,2024-11-07,Basic,33.49,6,1,2024-09-25,competitor,6.0,2.0,2024-08-25,Card,North America,25-34,Paid Ads,2,1,1,0.064,2024-11-01,4-6,468,1.0,188.08,Low,2024-11,2024-09-01
C01845,2024-11-08,Standard,38.5,4,1,2025-03-02,product dissatisfaction,13.0,0.0,2025-09-02,Card,Europe,25-34,Referral,2,0,1,0.03,2024-11-01,4-6,95,3.25,149.38,Low,2024-11,2025-03-01
C02184,2024-11-08,Basic,22.84,9,1,2025-06-03,support issues,3.0,4.0,2025-04-02,Card,Latin America,55+,Email,3,0,1,0.15387499999999998,2024-11-01,7-12,248,0.3333333333333333,173.93,Low,2024-11,2025-06-01
C05787,2024-11-08,Premium,77.58,10,0,,billing,18.0,0.0,2025-05-26,ACH,APAC,25-34,Referral,5,0,1,0.15387499999999998,2024-11-01,7-12,194,1.8,656.42,High,2024-11,
C07008,2024-11-08,Standard,45.03,8,1,2025-02-19,no usage,11.0,0.0,2025-02-02,ACH,Europe,18-24,Email,3,0,1,0.058,2024-11-01,7-12,307,1.375,339.35,Medium,2024-11,2025-02-01
C07013,2024-11-08,Basic,17.67,7,0,,billing,5.0,1.0,2025-03-06,Card,Europe,25-34,Paid Ads,4,0,1,0.078,2024-11-01,7-12,275,0.7142857142857143,114.04,Low,2024-11,
C07195,2024-11-08,Premium,80.62,7,0,,billing,13.0,0.0,2025-05-24,Card,APAC,45-54,Direct,4,0,1,0.016,2024-11-01,7-12,196,1.8571428571428572,555.31,High,2024-11,
C07281,2024-11-08,Basic,23.87,10,1,2025-05-30,competitor,3.0,1.0,2025-04-26,Card,APAC,18-24,Direct,1,0,1,0.15387499999999998,2024-11-01,7-12,224,0.3,201.97,Medium,2024-11,2025-05-01
C07481,2024-11-08,Basic,22.8,10,1,2025-03-18,billing,7.0,3.0,2025-02-03,Card,APAC,25-34,Organic Search,1,0,1,0.0,2024-11-01,7-12,306,0.7,228.0,Medium,2024-11,2025-03-01
C00711,2024-11-09,Standard,33.62,9,1,2025-03-01,billing,10.0,1.0,2025-01-21,ACH,Europe,35-44,Organic Search,2,1,1,0.022,2024-11-01,7-12,319,1.1111111111111112,295.92,Medium,2024-11,2025-03-01
C01327,2024-11-09,Standard,39.08,9,0,,billing,9.0,1.0,2025-01-06,Card,Europe,25-34,Organic Search,4,0,1,0.01,2024-11-01,7-12,334,1.0,348.2,Medium,2024-11,
C02468,2024-11-09,Standard,42.61,9,0,,billing,12.0,0.0,2025-06-03,Card,North America,35-44,Partnerships,4,0,1,0.051,2024-11-01,7-12,186,1.3333333333333333,363.93,Medium,2024-11,
C04924,2024-11-09,Basic,18.79,9,0,,billing,9.0,1.0,2025-05-23,Wallet,North America,25-34,Email,1,0,1,0.056,2024-11-01,7-12,197,1.0,159.64,Low,2024-11,
C05598,2024-11-09,Premium,76.75,9,0,,billing,16.0,0.0,2025-05-06,Card,North America,45-54,Email,3,0,1,0.069,2024-11-01,7-12,214,1.7777777777777777,643.09,High,2024-11,
C05644,2024-11-09,Basic,12.48,9,0,,billing,11.0,2.0,2025-02-06,Card,North America,25-34,Email,2,0,1,0.087,2024-11-01,7-12,303,1.2222222222222223,102.55,Low,2024-11,
C07053,2024-11-09,Standard,34.79,9,1,2025-02-02,billing,11.0,2.0,2025-11-01,Wallet,North America,45-54,Partnerships,2,0,1,0.025,2024-11-01,7-12,35,1.2222222222222223,305.28,Medium,2024-11,2025-02-01
C07328,2024-11-09,Standard,28.8,9,0,,billing,8.0,1.0,2025-02-06,Card,North America,25-34,Paid Ads,5,0,1,0.034,2024-11-01,7-12,303,0.8888888888888888,250.39,Medium,2024-11,
C00062,2024-11-10,Basic,14.47,7,1,2025-11-05,competitor,7.0,2.0,2025-04-15,ACH,Europe,18-24,Direct,2,0,1,0.15387499999999998,2024-11-01,7-12,235,1.0,85.7,Low,2024-11,2025-11-01
C02172,2024-11-10,Basic,9.99,7,0,,billing,10.0,1.0,2025-10-06,Card,Latin America,25-34,Organic Search,1,0,1,0.061,2024-11-01,7-12,61,1.4285714285714286,65.66,Low,2024-11,
C03362,2024-11-10,Standard,38.38,7,0,,billing,12.0,0.0,2025-05-30,Card,North America,25-34,Direct,4,0,1,0.15387499999999998,2024-11-01,7-12,190,1.7142857142857142,227.32,Medium,2024-11,
C03446,2024-11-10,Premium,69.79,8,0,,billing,17.0,0.0,2025-11-06,PayPal,Latin America,35-44,Email,3,1,1,0.15387499999999998,2024-11-01,7-12,30,2.125,472.41,Medium,2024-11,
C05971,2024-11-10,Standard,36.36,7,0,,billing,10.0,3.0,2025-06-06,Card,Latin America,45-54,Direct,2,0,1,0.093,2024-11-01,7-12,183,1.4285714285714286,230.85,Medium,2024-11,
C07075,2024-11-10,Basic,19.31,4,1,2025-02-06,price sensitivity,5.0,1.0,2024-12-30,Card,North America,25-34,Organic Search,1,0,1,0.048,2024-11-01,4-6,341,1.25,73.53,Low,2024-11,2025-02-01
C07401,2024-11-10,Basic,9.99,7,1,2025-04-05,billing,6.0,0.0,2025-12-03,PayPal,Latin America,35-44,Organic Search,0,0,1,0.047,2024-11-01,7-12,3,0.8571428571428571,66.64,Low,2024-11,2025-04-01
C00512,2024-11-11,Premium,68.44,7,0,,billing,16.0,0.0,2025-06-07,Wallet,Europe,55+,Referral,3,0,1,0.152,2024-11-01,7-12,182,2.2857142857142856,406.26,Medium,2024-11,
C02043,2024-11-11,Basic,17.91,7,1,2025-05-20,billing,4.0,1.0,2025-04-11,Card,Latin America,35-44,Email,0,2,1,0.072,2024-11-01,7-12,239,0.5714285714285714,116.34,Low,2024-11,2025-05-01
C02403,2024-11-11,Basic,17.46,6,1,2025-04-05,support issues,9.0,3.0,2025-04-05,Card,North America,18-24,Partnerships,3,0,1,0.15387499999999998,2024-11-01,4-6,245,1.5,88.64,Low,2024-11,2025-04-01
C03472,2024-11-11,Basic,17.42,7,1,2025-05-28,product dissatisfaction,3.0,4.0,2025-04-17,Card,North America,55+,Direct,0,0,1,0.054,2024-11-01,7-12,233,0.42857142857142855,115.36,Low,2024-11,2025-05-01
C04647,2024-11-11,Standard,34.04,7,0,,billing,14.0,0.0,2025-05-06,Card,North America,25-34,Referral,1,0,1,0.007,2024-11-01,7-12,214,2.0,236.61,Medium,2024-11,
C04815,2024-11-11,Basic,18.92,4,1,2024-12-30,billing,8.0,3.0,2024-12-12,Card,North America,25-34,Partnerships,2,0,1,0.15387499999999998,2024-11-01,4-6,359,2.0,64.03,Low,2024-11,2024-12-01
C04997,2024-11-11,Standard,46.21,7,1,2025-01-30,no usage,9.0,2.0,2025-05-01,Card,Europe,35-44,Paid Ads,1,0,1,0.01,2024-11-01,7-12,219,1.2857142857142858,320.24,Medium,2024-11,2025-01-01
C05358,2024-11-11,Standard,39.78,6,1,2025-10-04,price sensitivity,9.0,2.0,2025-02-28,Card,North America,25-34,Paid Ads,1,0,1,0.022,2024-11-01,4-6,281,1.5,233.43,Medium,2024-11,2025-10-01
C06008,2024-11-11,Standard,40.7,7,0,,billing,12.0,1.0,2025-05-31,Card,North America,35-44,Organic Search,3,0,1,0.028,2024-11-01,7-12,189,1.7142857142857142,276.92,Medium,2024-11,
C06976,2024-11-11,Premium,76.07,7,0,,billing,12.0,0.0,2025-06-03,PayPal,Latin America,25-34,Organic Search,5,0,1,0.056,2024-11-01,7-12,186,1.7142857142857142,502.67,High,2024-11,
C07177,2024-11-11,Standard,36.26,7,1,2025-04-03,billing,12.0,1.0,2025-02-10,Card,APAC,25-34,Direct,5,0,1,0.006,2024-11-01,7-12,299,1.7142857142857142,252.3,Medium,2024-11,2025-04-01
C00210,2024-11-12,Basic,26.29,6,1,2025-04-26,no usage,5.0,2.0,2025-03-26,Card,North America,45-54,Paid Ads,1,1,1,0.043,2024-11-01,4-6,255,0.8333333333333334,150.96,Low,2024-11,2025-04-01
C00378,2024-11-12,Standard,44.77,4,1,2025-01-24,billing,10.0,2.0,2024-12-25,Card,APAC,25-34,Paid Ads,2,0,1,0.01,2024-11-01,4-6,346,2.5,177.29,Low,2024-11,2025-01-01
C00598,2024-11-12,Premium,83.19125,6,0,,billing,20.0,0.0,2025-06-06,PayPal,Europe,55+,Organic Search,5,0,1,0.15387499999999998,2024-11-01,4-6,183,3.3333333333333335,422.34,Medium,2024-11,
C00602,2024-11-12,Basic,27.3,3,1,2025-02-15,product dissatisfaction,7.0,1.0,2025-02-01,ACH,North America,18-24,Organic Search,1,0,1,0.017,2024-11-01,0-3,308,2.3333333333333335,80.51,Low,2024-11,2025-02-01
C01441,2024-11-12,Standard,51.96,6,1,2025-04-15,price sensitivity,13.0,0.0,2025-03-17,ACH,North America,25-34,Paid Ads,4,0,1,0.044,2024-11-01,4-6,264,2.1666666666666665,298.04,Medium,2024-11,2025-04-01
C03252,2024-11-12,Premium,83.19125,3,1,2025-01-30,billing,16.0,1.0,2025-01-09,PayPal,APAC,35-44,Paid Ads,3,0,1,0.083,2024-11-01,0-3,331,5.333333333333333,228.86,Medium,2024-11,2025-01-01
C07178,2024-11-12,Premium,83.19125,6,1,2025-05-17,no usage,16.0,1.0,2025-04-24,Card,APAC,45-54,Organic Search,1,0,1,0.008,2024-11-01,4-6,226,2.6666666666666665,495.15,High,2024-11,2025-05-01
C00360,2024-11-13,Standard,43.75,7,0,,billing,15.0,0.0,2025-12-06,Card,North America,25-34,Organic Search,5,0,1,0.078,2024-11-01,7-12,0,2.142857142857143,282.36,Medium,2024-11,
C00463,2024-11-13,Standard,41.22,7,0,,billing,15.0,1.0,2025-06-06,Card,North America,35-44,Email,5,0,1,0.02,2024-11-01,7-12,183,2.142857142857143,282.77,Medium,2024-11,
C02294,2024-11-13,Premium,83.19125,7,0,,billing,12.0,0.0,2025-06-01,Card,North America,55+,Organic Search,5,0,1,0.065,2024-11-01,7-12,188,1.7142857142857142,544.49,High,2024-11,
C03076,2024-11-13,Standard,32.24,7,1,2025-09-03,billing,9.0,0.0,2025-02-25,PayPal,Latin America,25-34,Organic Search,0,0,1,0.027,2024-11-01,7-12,284,1.2857142857142858,219.59,Medium,2024-11,2025-09-01
C04470,2024-11-13,Premium,83.19125,7,0,,billing,14.0,0.0,2025-05-06,Card,Latin America,45-54,Paid Ads,5,0,1,0.121,2024-11-01,7-12,214,2.0,511.88,High,2024-11,
C04778,2024-11-13,Standard,44.22,7,1,2025-03-26,price sensitivity,8.0,0.0,2025-02-22,Card,APAC,25-34,Paid Ads,2,2,1,0.073,2024-11-01,7-12,287,1.1428571428571428,286.94,Medium,2024-11,2025-03-01
C06432,2024-11-13,Standard,30.14,7,1,2025-06-08,billing,6.0,0.0,2025-05-23,Card,Europe,55+,Organic Search,1,0,1,0.15387499999999998,2024-11-01,7-12,197,0.8571428571428571,178.52,Low,2024-11,2025-06-01
C06995,2024-11-13,Standard,51.23,7,0,,billing,8.0,1.0,2025-07-06,Card,North America,35-44,Paid Ads,3,0,1,0.061,2024-11-01,7-12,153,1.1428571428571428,336.73,Medium,2024-11,
C00895,2024-11-14,Basic,20.46,7,1,2025-11-06,support issues,2.0,1.0,2025-05-25,Wallet,Europe,55+,Organic Search,1,2,1,0.041,2024-11-01,7-12,195,0.2857142857142857,137.35,Low,2024-11,2025-11-01
C01234,2024-11-14,Basic,16.65,7,1,2025-05-05,price sensitivity,14.0,0.0,2025-07-04,Card,APAC,18-24,Referral,5,0,1,0.036,2024-11-01,7-12,155,2.0,112.35,Low,2024-11,2025-05-01
C02044,2024-11-14,Basic,21.72,7,0,,billing,6.0,1.0,2025-06-05,Card,North America,35-44,Direct,2,0,1,0.025,2024-11-01,7-12,184,0.8571428571428571,148.24,Low,2024-11,
C03167,2024-11-14,Basic,15.55,7,0,,billing,7.0,0.0,2025-10-06,Card,APAC,45-54,Referral,1,0,1,0.041,2024-11-01,7-12,61,1.0,104.39,Low,2024-11,
C03366,2024-11-14,Premium,82.04,7,0,,billing,15.0,0.0,2025-06-05,Card,North America,35-44,Organic Search,5,0,1,0.033,2024-11-01,7-12,184,2.142857142857143,555.33,High,2024-11,
C03466,2024-11-14,Basic,18.16,7,1,2025-02-24,competitor,7.0,4.0,2025-04-01,Card,North America,25-34,Direct,2,1,1,0.004,2024-11-01,7-12,249,1.0,126.61,Low,2024-11,2025-02-01
C03768,2024-11-14,Standard,31.71,7,1,2025-05-22,price sensitivity,8.0,3.0,2025-04-21,Card,APAC,18-24,Referral,2,1,1,0.004,2024-11-01,7-12,229,1.1428571428571428,221.08,Medium,2024-11,2025-05-01
C06090,2024-11-14,Premium,72.35,7,0,,billing,20.0,0.0,2025-09-06,Card,North America,18-24,Organic Search,5,0,1,0.045,2024-11-01,7-12,91,2.857142857142857,483.66,Medium,2024-11,
C06972,2024-11-14,Basic,26.03,4,1,2025-02-06,no usage,3.0,2.0,2025-01-10,Card,Latin America,55+,Partnerships,1,1,1,0.0,2024-11-01,4-6,330,0.75,104.12,Low,2024-11,2025-02-01
C01984,2024-11-15,Premium,72.42,7,0,,billing,15.0,0.0,2025-05-06,Card,Latin America,45-54,Partnerships,2,0,1,0.015,2024-11-01,7-12,214,2.142857142857143,499.34,High,2024-11,
